Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,,
41,Male,Master's,Widowed,90009,618,23839,Business,Employed,13,Excellent,0.29186315,47481,3,Lake Ashley,OK,Luxembourg,3,1,Low,,
46,Female,Bachelor's,Widowed,62625,721,34012,Auto,Employed,6,Fair,0.58228598,217229,3,Lake Frank,AS,Spain,2,0,Medium,,
62,Non-binary,High School,Married,35032,774,15146,Personal,Self-employed,18,Poor,0.343247065,210222,1,North Kayla,MI,Cyprus,1,1,Low,,
38,Male,PhD,Married,118597,787,15890,Business,Self-employed,4,Poor,0.385738559,228889,4,New Donald,ME,Norfolk Island,4,2,Low,,
62,Non-binary,PhD,Widowed,60799,653,16653,Home,Employed,14,Excellent,0.229413366,141013,0,Holmeshaven,AS,New Caledonia,2,1,Low,,
61,Male,Master's,Widowed,35941,788,49358,Personal,Employed,6,Poor,0.317185135,218344,0,Jillianchester,SD,Gibraltar,0,2,High,,
57,Male,Bachelor's,Single,68484,665,25502,Personal,Self-employed,17,Fair,0.5866844,92037,3,North Jessica,AZ,Brunei Darussalam,1,2,Medium,,
45,Male,Bachelor's,Divorced,46836,728,16427,Home,Unemployed,12,Excellent,0.285018665,90809,0,Crawfordberg,PA,Tajikistan,3,0,Low,,
24,Non-binary,Master's,Divorced,62240,686,16557,Home,Self-employed,5,Good,0.489940647,161501,2,Mathewschester,CA,Denmark,2,0,Medium,,
62,Non-binary,PhD,Widowed,47524,733,25006,Business,Self-employed,8,Fair,0.340627371,266852,0,Johnsonburgh,DE,Brunei Darussalam,4,0,Medium,,
46,Female,Bachelor's,Widowed,93202,693,24009,Personal,Employed,5,Good,0.275895512,271115,2,Joshuatown,WV,Pakistan,1,1,Low,,
49,Male,High School,Widowed,20048,695,23531,Home,Unemployed,12,Fair,0.151978703,200287,0,West Crystal,KY,Holy See (Vatican City State),4,1,Low,,
22,Female,PhD,Single,54819,647,21502,Personal,Employed,9,Good,0.573745849,171995,4,Brentville,LA,Bulgaria,1,2,Medium,,
43,Male,PhD,Married,26114,742,17020,Personal,Self-employed,12,Fair,0.444603502,47928,4,South Reginaldchester,KS,Saudi Arabia,1,0,Low,,
60,Female,PhD,Widowed,63794,616,26557,Auto,Employed,6,Fair,0.544592206,130287,0,Popemouth,AS,Tokelau,3,1,Low,,
21,Non-binary,PhD,Single,97903,612,32258,Business,Self-employed,8,Poor,0.183359261,36597,3,Kimberlyburgh,MP,Andorra,3,2,Medium,,
57,Male,Bachelor's,Widowed,44914,744,15436,Business,Employed,12,Good,0.196146055,178569,4,Lisaville,PR,Turks and Caicos Islands,0,0,Medium,,
65,Non-binary,High School,Divorced,53514,658,20960,Auto,Unemployed,16,Excellent,0.166200044,269094,3,Josephburgh,GU,British Indian Ocean Territory (Chagos Archipelago),3,1,Low,,
24,Male,Bachelor's,Divorced,79220,667,22787,Business,Employed,19,Poor,0.464305261,36768,2,Arellanotown,NE,Reunion,0,1,Low,,
55,Female,Bachelor's,Single,78175,780,5389,Personal,Self-employed,7,Excellent,0.262362277,217543,1,Dianastad,NE,Western Sahara,3,0,Low,,
30,Non-binary,Bachelor's,Widowed,28103,611,7720,Business,Employed,1,Good,0.291528796,243621,1,East Maryburgh,GU,Niue,0,0,Low,,
37,Male,Bachelor's,Divorced,71786,656,24319,Home,Employed,13,Fair,0.380752084,146070,3,East Lisaville,DE,Eritrea,4,1,Low,,
63,Female,PhD,Widowed,94005,768,14529,Home,Employed,17,Poor,0.312716657,289791,0,Leeville,MO,Turks and Caicos Islands,2,2,Low,,
64,Female,Master's,Divorced,89142,755,24622,Auto,Unemployed,8,Excellent,0.116311257,49324,1,Port Jacqueline,PR,Korea,1,0,High,,
32,Female,Master's,Married,92317,694,46921,Personal,Self-employed,9,Good,0.335989467,188983,2,South Rickychester,NV,Cameroon,1,1,Low,,
31,Female,PhD,Divorced,73177,731,25543,Business,Employed,16,Good,0.577517137,274825,1,New Michael,WA,Malawi,2,1,Low,,
46,Male,PhD,Divorced,107594,731,43398,Auto,Unemployed,12,Fair,0.526399052,90889,3,Mirandaburgh,MO,Japan,1,1,Low,,
43,Male,High School,Single,65775,647,34398,Business,Unemployed,8,Excellent,0.339082791,254459,4,North Amber,TX,Peru,0,2,Low,,
62,Non-binary,Bachelor's,Widowed,90739,611,10644,Personal,Self-employed,7,Fair,0.534340067,56958,0,Bairdhaven,SD,Trinidad and Tobago,2,1,Low,,
40,Male,PhD,Divorced,83545,669,37091,Personal,Employed,4,Fair,0.432347713,105009,2,Alexanderport,DE,Cyprus,0,1,Medium,,
24,Male,Bachelor's,Married,87262,785,16876,Personal,Unemployed,4,Poor,0.57474662,94771,4,Port Christineshire,MP,North Macedonia,4,2,High,,
40,Male,PhD,Single,78097,663,26963,Home,Unemployed,6,Good,0.129908713,256749,2,Alexandriaville,AS,Philippines,2,2,Low,,
28,Male,Bachelor's,Single,67059,761,16569,Personal,Unemployed,9,Poor,0.300002437,149175,3,South Micheleside,SD,Saint Pierre and Miquelon,2,0,Medium,,
54,Female,Bachelor's,Divorced,22108,608,26009,Auto,Unemployed,4,Excellent,0.54880214,65873,3,Welchborough,NC,Antarctica (the territory South of 60 deg S),2,2,Low,,
52,Non-binary,Bachelor's,Single,94266,690,41006,Auto,Employed,14,Good,0.108941195,140014,2,East Emilyside,GA,Bosnia and Herzegovina,3,0,Low,,
58,Female,Master's,Widowed,98229,603,39253,Business,Employed,14,Good,0.561187593,225389,1,South Brianberg,MA,Swaziland,4,2,Low,,
54,Female,High School,Divorced,118144,606,22024,Auto,Unemployed,13,Fair,0.465189288,167564,3,East Ryanville,SC,Niger,0,1,Low,,
69,Non-binary,Master's,Single,101560,652,6999,Business,Unemployed,1,Good,0.502682352,235461,1,Mendezville,FL,Turks and Caicos Islands,0,0,Low,,
60,Female,Bachelor's,Divorced,36603,786,45743,Business,Unemployed,14,Good,0.1395342,150966,4,Natashachester,VA,Nigeria,3,1,Low,,
60,Non-binary,Bachelor's,Divorced,29718,651,22776,Home,Self-employed,4,Good,0.142995822,48721,3,Nicholasborough,NJ,Dominica,4,0,Medium,,
37,Non-binary,PhD,Divorced,102910,673,29877,Business,Self-employed,18,Good,0.499804969,282094,4,East Brianville,ME,Nepal,3,0,Low,,
21,Non-binary,High School,Single,44809,749,35429,Home,Self-employed,15,Poor,0.324152353,25797,0,Beasleystad,RI,Honduras,2,1,Low,,
65,Non-binary,Master's,Married,76143,649,19838,Business,Unemployed,6,Fair,0.258537595,276064,2,Romanburgh,AR,Qatar,3,1,Low,,
53,Non-binary,High School,Widowed,98137,793,46214,Auto,Employed,13,Excellent,0.51358052,216945,2,Katherinechester,AL,French Southern Territories,2,1,High,,
69,Non-binary,Master's,Widowed,110893,740,18025,Business,Employed,3,Poor,0.240699295,65156,4,Grayport,OH,Antigua and Barbuda,4,2,Low,,
33,Non-binary,PhD,Single,37015,607,21616,Personal,Employed,15,Fair,0.564015791,209198,3,Joshuachester,CT,Sweden,4,1,Low,,
50,Female,High School,Married,28977,758,7988,Business,Employed,7,Poor,0.298233388,29446,1,East Mitchellborough,GU,Ecuador,2,2,Medium,,
64,Non-binary,High School,Married,36025,711,8581,Home,Self-employed,5,Excellent,0.261230702,62486,3,New Michaelberg,VA,Vanuatu,4,1,Low,,
67,Non-binary,High School,Married,108198,725,17381,Personal,Self-employed,15,Excellent,0.470095378,271393,4,Bradleyview,LA,Gambia,0,1,Medium,,
61,Female,PhD,Single,82415,621,46594,Auto,Self-employed,17,Fair,0.1294851,236625,3,Alexton,UT,Korea,2,1,High,,
51,Female,Master's,Single,111380,717,12990,Personal,Employed,19,Poor,0.466092142,145208,0,West Michael,SC,Cote d'Ivoire,4,0,Low,,
52,Male,High School,Married,33829,686,19232,Personal,Unemployed,17,Excellent,0.509555732,93482,4,Michelefort,MA,Wallis and Futuna,1,1,Medium,,
20,Male,Bachelor's,Widowed,70216,624,40432,Home,Self-employed,16,Excellent,0.101826463,189739,4,Schneidertown,HI,Holy See (Vatican City State),0,0,Low,,
64,Male,PhD,Widowed,65958,754,23724,Personal,Unemployed,18,Poor,0.541401184,148785,4,Laurieport,NV,Qatar,2,2,Medium,,
43,Female,PhD,Married,60000,687,26375,Home,Self-employed,17,Poor,0.452826606,191637,0,Kaylaville,AZ,Isle of Man,3,0,Low,,
40,Male,PhD,Divorced,43814,695,10582,Auto,Employed,7,Good,0.513508971,220696,1,Holtbury,TX,Montserrat,2,0,High,,
44,Male,PhD,Widowed,119667,641,6183,Auto,Unemployed,1,Fair,0.300013205,226410,4,Kimmouth,SD,Costa Rica,4,1,Medium,,
68,Non-binary,Bachelor's,Widowed,94258,620,29538,Personal,Unemployed,18,Excellent,0.349353903,204082,3,Harrellberg,IL,Thailand,0,0,Low,,
21,Female,High School,Married,26678,749,6915,Personal,Self-employed,8,Good,0.387083463,150721,1,Davidborough,CT,New Caledonia,4,2,Low,,
40,Male,High School,Divorced,117481,699,35825,Auto,Employed,13,Excellent,0.289424701,70526,0,Herringhaven,AZ,Guatemala,3,2,Medium,,
21,Male,PhD,Single,54261,704,47627,Business,Self-employed,14,Good,0.324228195,105150,2,Sanchezview,NY,Korea,1,2,Medium,,
36,Non-binary,PhD,Divorced,62077,673,5207,Auto,Self-employed,6,Poor,0.146038413,228707,1,Nicholasberg,HI,Somalia,1,1,Medium,,
36,Female,High School,Widowed,77645,721,27299,Auto,Unemployed,1,Excellent,0.569627427,280654,3,South Luiston,IA,Dominica,0,1,Low,,
54,Female,High School,Single,41331,720,33149,Auto,Unemployed,10,Good,0.388550985,274918,2,East Timothyland,MI,Lithuania,3,1,Low,,
57,Male,High School,Widowed,85552,678,48738,Auto,Employed,3,Poor,0.486409386,96099,0,Sharpfurt,AS,Netherlands,2,2,Low,,
23,Non-binary,High School,Divorced,84442,708,39218,Business,Unemployed,4,Good,0.339826981,227002,1,Jennifermouth,FL,Tonga,0,2,Medium,,
68,Non-binary,PhD,Widowed,43386,670,32578,Business,Self-employed,15,Good,0.447639625,85530,4,New Nancy,NM,Zambia,4,0,Medium,,
26,Male,Bachelor's,Widowed,81895,772,26953,Personal,Self-employed,18,Poor,0.210228792,112523,1,New Cheyenneton,FM,United States Minor Outlying Islands,1,0,Medium,,
47,Non-binary,Bachelor's,Divorced,92869,690,43038,Business,Self-employed,4,Good,0.379888032,49858,3,Port Jeffreyshire,AK,Paraguay,3,0,Low,,
48,Non-binary,High School,Widowed,27591,772,46001,Auto,Self-employed,17,Good,0.21524436,103922,0,Shannonhaven,FM,Venezuela,0,2,Low,,
52,Male,PhD,Widowed,109627,698,29660,Business,Self-employed,4,Poor,0.280125116,63982,1,Jameston,AR,Bolivia,0,1,Low,,
27,Male,PhD,Widowed,98179,616,19138,Home,Employed,2,Poor,0.498033562,89284,3,Bentleyborough,MA,Tanzania,2,1,Low,,
60,Male,Bachelor's,Married,103213,638,15895,Auto,Unemployed,9,Good,0.424424196,107322,2,West Amandafort,VI,Bolivia,4,2,Medium,,
67,Female,PhD,Divorced,105701,737,42506,Business,Employed,17,Fair,0.202549951,288062,1,Port Davidfort,PR,Puerto Rico,1,1,Low,,
27,Male,PhD,Widowed,92084,603,28481,Auto,Self-employed,16,Fair,0.514303351,236953,0,Christopherchester,NM,Cayman Islands,1,0,Low,,
43,Female,High School,Divorced,32069,675,15985,Business,Unemployed,1,Good,0.459868189,177407,1,Port Davidville,AZ,Guadeloupe,3,0,High,,
66,Female,Bachelor's,Married,98681,748,32620,Home,Unemployed,8,Fair,0.455728036,210498,0,Lake Deborahside,GA,Sweden,4,2,Medium,,
33,Female,Master's,Married,72716,623,41726,Business,Self-employed,3,Good,0.531401959,218186,1,Kathleenborough,CA,Cape Verde,2,2,Medium,,
51,Male,High School,Divorced,104977,602,16830,Business,Unemployed,8,Poor,0.45107932,239965,2,Port Joanne,NJ,Paraguay,0,1,Low,,
41,Male,Master's,Single,20744,773,15683,Personal,Unemployed,18,Excellent,0.306745692,29370,2,Port Emilyton,MD,Tonga,4,1,Medium,,
62,Male,PhD,Widowed,50482,608,36953,Auto,Unemployed,16,Poor,0.458853663,214017,3,West Ashley,VI,Indonesia,1,0,Low,,
48,Female,Bachelor's,Widowed,63677,682,18217,Business,Unemployed,12,Excellent,0.299233815,208309,2,New Taylorburgh,CT,Reunion,1,0,Low,,
52,Male,High School,Single,109336,772,20556,Auto,Self-employed,10,Excellent,0.460102701,193255,4,Lake Cathy,SC,British Indian Ocean Territory (Chagos Archipelago),0,2,Medium,,
69,Non-binary,Bachelor's,Single,66586,787,22285,Business,Unemployed,7,Poor,0.249829568,23910,2,Conradland,MD,Rwanda,4,2,Low,,
33,Non-binary,High School,Single,96019,648,46573,Auto,Employed,16,Fair,0.281862274,247968,3,Harrisland,MA,Saint Helena,1,0,Medium,,
25,Female,High School,Single,38616,652,20433,Personal,Unemployed,5,Poor,0.375565396,86710,2,Lake Heathertown,KS,Lithuania,1,1,Medium,,
31,Female,High School,Single,28800,750,33544,Personal,Self-employed,0,Poor,0.431199134,183243,3,Schroederhaven,NH,Marshall Islands,0,1,Low,,
32,Non-binary,Master's,Widowed,85836,775,19312,Personal,Self-employed,17,Fair,0.347924759,257342,2,Williamville,FL,Sao Tome and Principe,4,1,Low,,
39,Non-binary,Master's,Married,58459,680,21482,Personal,Unemployed,9,Fair,0.241816854,215696,4,Rogersberg,NV,Saint Vincent and the Grenadines,3,1,Medium,,
62,Male,Bachelor's,Divorced,34947,788,20034,Auto,Self-employed,16,Good,0.524119539,188504,1,Marvinview,KS,Ukraine,4,0,Medium,,
61,Male,Bachelor's,Divorced,38631,642,41968,Business,Self-employed,2,Good,0.162319021,150512,1,Anthonystad,OR,Mali,3,2,Low,,
42,Female,High School,Single,114266,656,8781,Personal,Employed,16,Excellent,0.128486713,226364,2,Theresahaven,IA,Serbia,0,1,Low,,
62,Male,PhD,Married,62642,794,35281,Personal,Unemployed,4,Excellent,0.251251304,45849,1,Moorehaven,AZ,Bhutan,1,2,Low,,
68,Female,Master's,Widowed,29278,788,22363,Personal,Unemployed,13,Excellent,0.217040217,238941,0,South Danielberg,CO,Equatorial Guinea,2,2,Low,,
31,Non-binary,PhD,Single,94379,712,43785,Auto,Employed,9,Good,0.560569529,130219,4,East Julianbury,IN,Saint Barthelemy,4,1,Medium,,
40,Male,Master's,Widowed,38212,633,37235,Home,Unemployed,11,Good,0.278706446,196624,2,Amyside,CA,Algeria,2,0,Low,,
50,Non-binary,High School,Divorced,21454,761,42817,Auto,Unemployed,4,Poor,0.51935624,288913,0,Priceview,VA,Cote d'Ivoire,3,2,Low,,
45,Non-binary,PhD,Divorced,88590,779,42908,Home,Self-employed,8,Fair,0.37133759,204821,0,Watsonborough,WY,Jersey,0,0,Medium,,
22,Female,Master's,Married,43810,678,38010,Personal,Self-employed,12,Good,0.269999355,185672,3,Codyburgh,TN,Guinea-Bissau,0,1,High,,
42,Male,High School,Divorced,23484,703,9388,Personal,Employed,10,Good,0.560747592,33019,0,East Ninaberg,NJ,Taiwan,1,0,Low,,
46,Male,PhD,Divorced,71697,682,32870,Auto,Unemployed,0,Excellent,0.14660558,132237,1,Eatonland,UT,French Polynesia,2,0,Medium,,
30,Male,PhD,Widowed,113430,623,15704,Business,Unemployed,14,Fair,0.344549316,272906,3,Lake Michael,DE,North Macedonia,2,0,Low,,
56,Non-binary,PhD,Married,66212,704,20025,Auto,Employed,5,Fair,0.378687796,293637,4,Cynthiamouth,NY,Serbia,0,2,Medium,,
24,Male,High School,Widowed,113515,792,16602,Business,Unemployed,9,Good,0.15721685,270642,2,South Jasmine,MT,Chad,1,0,Low,,
60,Female,Bachelor's,Widowed,35072,739,32439,Business,Self-employed,9,Good,0.291261319,130435,1,Olivermouth,CA,Haiti,4,2,Medium,,
43,Non-binary,High School,Divorced,31785,671,5733,Home,Employed,2,Good,0.523141739,63046,4,North Karenbury,CT,Liberia,2,2,Low,,
40,Non-binary,PhD,Married,97582,664,36407,Auto,Employed,11,Fair,0.191312311,120327,4,Jenniferhaven,TX,Tokelau,4,0,Low,,
40,Female,High School,Single,63048,655,24249,Business,Self-employed,1,Excellent,0.205832149,23919,2,Gatesland,NC,United Arab Emirates,2,0,Low,,
66,Male,Bachelor's,Single,41784,617,44626,Auto,Employed,15,Good,0.428287062,25162,1,Yoderfort,WY,Liechtenstein,1,0,Low,,
66,Female,PhD,Single,94181,617,21486,Auto,Unemployed,15,Good,0.247758934,230077,3,East Joseph,NJ,North Macedonia,4,0,Low,,
69,Male,High School,Divorced,35861,635,48453,Business,Self-employed,2,Fair,0.140471352,52128,1,Port Rebecca,WY,Syrian Arab Republic,0,0,Low,,
62,Male,Bachelor's,Single,25983,740,9379,Auto,Unemployed,12,Excellent,0.126338889,214975,1,Port Jeffreyfort,MH,Ukraine,4,1,Medium,,
48,Male,Master's,Divorced,94583,682,8704,Personal,Employed,12,Poor,0.236633343,236519,3,Deniseville,FM,Ghana,2,1,Medium,,
22,Female,PhD,Married,84057,630,43946,Business,Employed,9,Good,0.309698935,237313,2,Riveraport,AZ,Panama,1,1,Low,,
21,Non-binary,Bachelor's,Married,69641,726,9743,Home,Unemployed,15,Excellent,0.19520617,20576,1,Lake Robert,VI,Niue,4,2,Medium,,
40,Female,Master's,Married,111826,624,9683,Business,Employed,2,Fair,0.353078236,286523,0,Woodville,NH,Serbia,1,0,Low,,
34,Non-binary,High School,Divorced,41770,756,39210,Home,Unemployed,0,Excellent,0.490615326,157655,3,Galvanfort,MI,Costa Rica,1,2,Low,,
22,Non-binary,High School,Single,115666,789,34866,Personal,Employed,12,Excellent,0.285944349,160166,1,South Ambershire,MP,Albania,3,2,High,,
57,Female,High School,Married,62530,785,41888,Auto,Unemployed,11,Excellent,0.513636356,274622,2,Evanland,PW,Reunion,0,2,High,,
56,Male,Master's,Widowed,29260,672,23777,Business,Self-employed,19,Fair,0.179796846,116095,1,Parkermouth,KS,Uzbekistan,4,1,High,,
27,Female,Master's,Single,25230,607,17454,Business,Unemployed,16,Excellent,0.252990996,205371,3,Monicaside,ME,Zimbabwe,1,0,Medium,,
53,Male,Master's,Single,90871,762,36017,Home,Employed,11,Excellent,0.420405879,295127,4,Lake Anthonyshire,DC,Botswana,4,1,Medium,,
54,Male,Bachelor's,Single,62898,606,30860,Business,Self-employed,4,Poor,0.102993501,32368,0,East Charlesside,OH,Sao Tome and Principe,4,2,Medium,,
27,Female,Bachelor's,Divorced,60225,652,25780,Personal,Employed,6,Good,0.400435971,84075,3,North Cindy,CA,British Indian Ocean Territory (Chagos Archipelago),4,0,High,,
28,Female,PhD,Single,109007,683,42920,Personal,Self-employed,4,Poor,0.181315548,226015,0,North Robert,NE,Armenia,1,0,Medium,,
25,Non-binary,Master's,Divorced,32084,786,32198,Personal,Self-employed,9,Fair,0.134267916,155611,0,Peterhaven,MP,Kyrgyz Republic,2,2,Low,,
65,Female,Master's,Widowed,107408,793,35134,Personal,Unemployed,14,Excellent,0.175709478,27644,2,Port Kathleenfurt,AS,Namibia,2,0,Low,,
65,Non-binary,PhD,Widowed,88816,757,19150,Personal,Employed,1,Poor,0.224826991,40681,0,Phillipsstad,LA,Afghanistan,1,0,Low,,
34,Non-binary,High School,Widowed,38447,735,11024,Business,Employed,13,Excellent,0.378116273,176525,2,Garciaborough,TN,Georgia,3,2,Medium,,
51,Female,Master's,Single,30910,622,19374,Home,Unemployed,18,Poor,0.414162557,41810,0,New Gabriela,NJ,Saint Pierre and Miquelon,4,1,Low,,
56,Male,High School,Widowed,106153,710,9178,Auto,Unemployed,15,Excellent,0.165958874,244008,3,Georgeshire,NM,Congo,4,0,Low,,
31,Male,Bachelor's,Married,55949,765,9415,Home,Employed,5,Fair,0.137274067,102587,3,Brownfort,MN,American Samoa,1,1,Medium,,
33,Male,Bachelor's,Divorced,96054,715,20481,Business,Self-employed,8,Good,0.330387605,297773,1,Jessefurt,NH,Thailand,1,0,Low,,
64,Male,PhD,Widowed,111310,639,48548,Personal,Employed,0,Excellent,0.284247169,48695,4,North Jesse,VA,Palestinian Territory,3,2,Low,,
50,Female,High School,Widowed,23017,684,36244,Auto,Self-employed,13,Poor,0.244678511,271898,1,Valenciafurt,AR,Brunei Darussalam,4,0,High,,
27,Female,High School,Single,28265,695,28486,Business,Self-employed,12,Good,0.519598853,113627,3,Fowlerport,NV,Bahamas,3,2,Medium,,
37,Female,High School,Widowed,112154,608,21411,Home,Self-employed,1,Good,0.347266291,130631,0,Melissafort,CA,Eritrea,4,2,Medium,,
69,Non-binary,PhD,Widowed,23717,603,44324,Auto,Employed,8,Poor,0.141057117,262801,0,Port Charles,MN,Holy See (Vatican City State),1,1,Medium,,
68,Non-binary,High School,Married,29212,751,6012,Home,Self-employed,4,Excellent,0.460083452,206514,1,East Christopher,DE,Cuba,4,0,High,,
39,Female,High School,Single,63154,645,17359,Personal,Employed,12,Excellent,0.454690715,238299,3,Danielburgh,VA,Puerto Rico,2,1,Low,,
44,Non-binary,Bachelor's,Single,83327,740,38696,Home,Employed,16,Good,0.340087981,34153,3,Bradyview,ME,Serbia,1,1,Low,,
39,Female,Master's,Widowed,79516,762,35084,Business,Unemployed,3,Excellent,0.530326057,177614,1,Julieberg,CO,Qatar,3,1,Medium,,
67,Non-binary,PhD,Single,70764,726,18870,Home,Employed,16,Excellent,0.412972799,272966,3,Hardingbury,SC,Cocos (Keeling) Islands,0,0,High,,
56,Female,Bachelor's,Widowed,73634,641,39110,Business,Employed,10,Fair,0.49861183,66769,0,New Kellystad,MD,Congo,0,2,Low,,
65,Non-binary,High School,Divorced,24052,724,35588,Business,Unemployed,12,Poor,0.348669692,141730,2,North Tyler,SC,Ethiopia,3,1,Medium,,
46,Female,Bachelor's,Single,94283,645,39934,Auto,Employed,14,Good,0.471673741,253153,0,Turnerchester,CO,Armenia,0,0,Low,,
21,Male,PhD,Single,47284,745,35366,Auto,Unemployed,18,Poor,0.11657149,263197,4,Rileyshire,GA,Germany,0,2,Medium,,
47,Non-binary,Bachelor's,Married,96935,655,6559,Home,Employed,4,Good,0.507915759,171332,0,Scottburgh,MP,North Macedonia,4,2,Medium,,
36,Male,High School,Divorced,72077,609,36093,Business,Unemployed,12,Excellent,0.47615378,247455,3,New Anthony,WA,Tajikistan,1,1,Low,,
31,Male,Master's,Married,113316,691,23707,Home,Self-employed,0,Fair,0.502761927,58566,1,Lake Michaelland,WI,Libyan Arab Jamahiriya,2,2,Low,,
47,Non-binary,PhD,Widowed,93271,647,32917,Auto,Unemployed,13,Excellent,0.26418466,94818,0,South Brianbury,DC,Cote d'Ivoire,2,1,Low,,
56,Male,Bachelor's,Widowed,115864,675,13846,Business,Unemployed,8,Excellent,0.331659243,176517,4,New Cynthiahaven,WV,Wallis and Futuna,2,2,Low,,
45,Male,PhD,Divorced,28727,712,40813,Home,Unemployed,3,Fair,0.555954705,209897,4,Devinburgh,CO,Peru,1,2,Low,,
47,Female,Bachelor's,Married,85088,713,6393,Business,Unemployed,7,Excellent,0.105142701,264977,1,West Daisyside,VI,Central African Republic,0,0,Medium,,
